Day,Source,Target,SNS Source,SNS Target
2020-12-27,TG__122,4Chan__1,TG,4Chan
2020-12-25,TG__122,4Chan__1,TG,4Chan
2020-12-09,TG__122,4Chan__1,TG,4Chan
2020-12-09,TG__122,4Chan__1,TG,4Chan
2020-12-08,TG__122,4Chan__1,TG,4Chan
2020-12-16,TG__265,4Chan__1,TG,4Chan
2020-12-19,TG__238,4Chan__1,TG,4Chan
2020-12-09,TG__222,4Chan__1,TG,4Chan
2020-12-09,TG__222,4Chan__1,TG,4Chan
2020-12-05,TG__269,4Chan__1,TG,4Chan
2020-11-14,TG__276,4Chan__1,TG,4Chan
2020-12-19,TG__75,4Chan__1,TG,4Chan
2021-01-07,TG__233,4Chan__1,TG,4Chan
2021-01-07,TG__159,4Chan__1,TG,4Chan
2021-01-07,TG__159,4Chan__1,TG,4Chan
2020-12-10,TG__157,4Chan__1,TG,4Chan
2020-12-28,TG__49,4Chan__1,TG,4Chan
2020-12-10,TG__262,4Chan__1,TG,4Chan
2020-11-28,TG__280,4Chan__1,TG,4Chan
2020-11-01,TG__280,4Chan__1,TG,4Chan
2020-11-11,TG__280,4Chan__1,TG,4Chan
2020-11-11,TG__280,4Chan__1,TG,4Chan
2020-11-10,TG__280,4Chan__1,TG,4Chan
2020-11-08,TG__280,4Chan__1,TG,4Chan
2020-11-07,TG__280,4Chan__1,TG,4Chan
2020-11-07,TG__280,4Chan__1,TG,4Chan
2020-11-06,TG__150,4Chan__1,TG,4Chan
2020-11-05,TG__150,4Chan__1,TG,4Chan
2020-11-06,TG__125,4Chan__1,TG,4Chan
2020-11-05,TG__125,4Chan__1,TG,4Chan
2020-11-24,TG__147,4Chan__1,TG,4Chan
2020-11-09,TG__147,4Chan__1,TG,4Chan
2020-11-05,TG__147,4Chan__1,TG,4Chan
2020-11-04,TG__147,4Chan__1,TG,4Chan
2020-11-09,TG__218,4Chan__1,TG,4Chan
2020-11-06,TG__218,4Chan__1,TG,4Chan
2020-11-05,TG__218,4Chan__1,TG,4Chan
2020-11-27,TG__159,4Chan__1,TG,4Chan
2020-11-24,TG__159,4Chan__1,TG,4Chan
2020-11-09,TG__159,4Chan__1,TG,4Chan
2020-11-06,TG__159,4Chan__1,TG,4Chan
2020-11-06,TG__215,4Chan__1,TG,4Chan
2020-11-05,TG__215,4Chan__1,TG,4Chan
2020-11-09,TG__73,4Chan__1,TG,4Chan
2020-11-08,TG__73,4Chan__1,TG,4Chan
2020-11-06,TG__73,4Chan__1,TG,4Chan
2020-11-05,TG__73,4Chan__1,TG,4Chan
2020-11-08,TG__99,4Chan__1,TG,4Chan
2020-11-24,TG__74,4Chan__1,TG,4Chan
2020-11-09,TG__74,4Chan__1,TG,4Chan
2020-11-09,TG__74,4Chan__1,TG,4Chan
2020-11-06,TG__74,4Chan__1,TG,4Chan
2020-11-05,TG__74,4Chan__1,TG,4Chan
2020-11-05,TG__74,4Chan__1,TG,4Chan
2020-11-04,TG__74,4Chan__1,TG,4Chan
2020-11-24,TG__154,4Chan__1,TG,4Chan
2020-11-24,TG__68,4Chan__1,TG,4Chan
2020-11-06,TG__68,4Chan__1,TG,4Chan
2020-11-05,TG__68,4Chan__1,TG,4Chan
2020-11-09,TG__199,4Chan__1,TG,4Chan
2020-11-06,TG__199,4Chan__1,TG,4Chan
2020-11-05,TG__199,4Chan__1,TG,4Chan
2020-11-09,TG__146,4Chan__1,TG,4Chan
2020-11-06,TG__146,4Chan__1,TG,4Chan
2020-11-05,TG__146,4Chan__1,TG,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-03,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-03,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-02,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-01,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-01,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-01,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-01,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-30,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-30,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-30,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-30,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-29,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-29,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-26,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-26,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-26,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-26,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-26,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-26,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-25,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-25,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-25,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-25,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-25,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-25,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-23,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-23,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-23,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-23,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-23,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-23,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-23,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-23,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-18,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-18,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-18,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-18,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-17,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-17,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-17,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-17,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-15,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-15,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-14,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-14,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-14,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-14,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-11,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-11,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-11,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-11,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-10,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-10,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-09,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-09,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-09,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-09,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-08,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-08,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-08,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-08,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-07,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-07,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-26,Gab__112,4Chan__1,Gab,4Chan
2020-12-03,Gab__112,4Chan__1,Gab,4Chan
2020-12-02,Gab__112,4Chan__1,Gab,4Chan
2020-11-30,Gab__335,4Chan__1,Gab,4Chan
2020-11-27,Gab__112,4Chan__1,Gab,4Chan
2020-11-27,Gab__112,4Chan__1,Gab,4Chan
2020-11-27,Gab__112,4Chan__1,Gab,4Chan
2020-11-25,Gab__112,4Chan__1,Gab,4Chan
2020-11-25,Gab__112,4Chan__1,Gab,4Chan
2020-11-24,Gab__112,4Chan__1,Gab,4Chan
2020-11-23,Gab__112,4Chan__1,Gab,4Chan
2020-11-22,Gab__112,4Chan__1,Gab,4Chan
2020-11-21,Gab__112,4Chan__1,Gab,4Chan
2020-11-17,Gab__112,4Chan__1,Gab,4Chan
2020-11-14,Gab__112,4Chan__1,Gab,4Chan
2020-12-10,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-31,Gab__20,4Chan__1,Gab,4Chan
2020-11-13,Gab__55,4Chan__1,Gab,4Chan
2020-11-10,Gab__55,4Chan__1,Gab,4Chan
2020-11-06,Gab__93,4Chan__1,Gab,4Chan
2020-12-04,Gab__335,4Chan__1,Gab,4Chan
2020-12-29,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-29,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-29,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-28,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-27,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-27,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-27,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-27,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-26,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-22,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-22,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-21,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-20,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-16,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-16,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-15,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-14,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-12,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-11,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-10,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-25,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-03,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-01,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-28,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-28,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-20,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-02,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-08,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-08,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-11,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-08,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-23,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-16,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-28,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-01,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-28,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-26,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-26,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-26,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-16,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-16,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-16,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-04,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-04,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-04,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-04,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-20,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-19,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-18,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-27,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-23,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-23,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-23,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-23,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-23,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-23,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-15,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-19,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-24,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-24,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-24,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-01,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-25,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-26,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-17,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-02,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-04,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-03,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-25,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-19,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-28,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-05,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-28,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-02,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-05,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-29,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-23,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-04,4Chan__1,4Chan__1,4Chan,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-07,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-06,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-06,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-06,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-06,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-05,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-05,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-04,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-04,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-04,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-04,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-04,Twitter__52,4Chan__1,Twitter,4Chan
2021-01-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-30,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-30,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-29,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-29,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-28,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-28,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-24,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-24,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-24,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-24,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-22,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-21,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-21,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-19,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-19,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-17,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-17,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-17,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-17,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-16,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-15,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-15,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-13,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-11,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-11,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-10,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-10,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-08,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-08,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-07,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-07,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-06,4Chan__1,4Chan__1,4Chan,4Chan
2021-01-08,4Chan__1,YouTube__16,4Chan,YouTube
2021-01-08,4Chan__1,YouTube__16,4Chan,YouTube
2020-11-30,4Chan__1,YouTube__15,4Chan,YouTube
2020-12-03,4Chan__1,YouTube__23,4Chan,YouTube
2021-01-08,4Chan__1,YouTube__16,4Chan,YouTube
2021-01-08,4Chan__1,YouTube__16,4Chan,YouTube
2021-01-08,4Chan__1,YouTube__16,4Chan,YouTube
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-09,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-19,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-03,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-10,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
2020-12-13,4Chan__1,4Chan__1,4Chan,4Chan
